      Sub      image     Region    pcs_Peak pcs_ContrastSum   pcs_bmean       Voxel      Mean       Std       RMS    Trimmean      90ile      %Vox>1%      AbsMax
      S15       con_0017       total   0.2000    5.0000  172.3439    63.0260   -0.0177    0.4302    0.4305   -0.0175    0.4708    1.8120    3.8177
      S15       con_0017       inner      NaN       NaN       NaN    49.0750   -0.0474    0.4053    0.4080   -0.0451    0.4326    1.2369    3.8177
      S15       con_0017       outer      NaN       NaN       NaN    13.9510    0.0870    0.4940    0.5016    0.0854    0.5543    3.8349    3.6733
      S15       con_0018       total   0.2000    5.0000  172.3439    63.0260   -0.0163    0.2354    0.2360   -0.0166    0.2651    0.1222    1.8809
      S15       con_0018       inner      NaN       NaN       NaN    49.0750    0.0000    0.2254    0.2254   -0.0018    0.2588    0.1182    1.8809
      S15       con_0018       outer      NaN       NaN       NaN    13.9510   -0.0738    0.2598    0.2701   -0.0722    0.2784    0.1362    1.8321
      S15          ResMS       total   0.2000    5.0000  172.3439    63.0260    0.4916    0.3084    0.5803    0.4556    0.2591    2.6545    9.3537
      S15          ResMS       inner      NaN       NaN       NaN    49.0750    0.4557    0.2004    0.4978    0.4329    0.2199    1.5079    4.5857
      S15          ResMS       outer      NaN       NaN       NaN    13.9510    0.6179    0.5178    0.8061    0.5467    0.3459    6.6877    9.3537
      S16       con_0001       total   0.1800    5.0000  170.5314    59.6520   -0.0573    0.1411    0.1523   -0.0543    0.1421    0.0000    1.4450
      S16       con_0001       inner      NaN       NaN       NaN    47.2080   -0.0625    0.1273    0.1418   -0.0576    0.1291    0.0000    1.2469
      S16       con_0001       outer      NaN       NaN       NaN    12.4440   -0.0378    0.1831    0.1869   -0.0365    0.2103    0.0000    1.4450
      S16       con_0002       total   0.1800    5.0000  170.5314    59.6520   -0.0491    0.1389    0.1473   -0.0448    0.1435    0.0000    1.5674
      S16       con_0002       inner      NaN       NaN       NaN    47.2080   -0.0556    0.1242    0.1361   -0.0497    0.1308    0.0000    1.2827
      S16       con_0002       outer      NaN       NaN       NaN    12.4440   -0.0242    0.1822    0.1838   -0.0207    0.2011    0.0000    1.5674
      S16       con_0003       total   0.1800    5.0000  170.5314    59.6520    0.0567    0.1603    0.1700    0.0534    0.1978    0.0453    1.4846
      S16       con_0003       inner      NaN       NaN       NaN    47.2080    0.0628    0.1451    0.1581    0.0575    0.1860    0.0106    1.2528
      S16       con_0003       outer      NaN       NaN       NaN    12.4440    0.0337    0.2065    0.2092    0.0326    0.2512    0.1768    1.4846
      S16       con_0004       total   0.1800    5.0000  170.5314    59.6520   -0.0752    0.2007    0.2144   -0.0672    0.1979    0.0000    1.7472
      S16       con_0004       inner      NaN       NaN       NaN    47.2080   -0.0665    0.1916    0.2028   -0.0587    0.1879    0.0000    1.6324
      S16       con_0004       outer      NaN       NaN       NaN    12.4440   -0.1082    0.2292    0.2534   -0.1010    0.2363    0.0000    1.7472
      S16       con_0005       total   0.1800    5.0000  170.5314    59.6520   -0.0636    0.2059    0.2155   -0.0556    0.2103    0.0000    1.8131
      S16       con_0005       inner      NaN       NaN       NaN    47.2080   -0.0634    0.1927    0.2029   -0.0562    0.1979    0.0000    1.8131
      S16       con_0005       outer      NaN       NaN       NaN    12.4440   -0.0642    0.2496    0.2577   -0.0533    0.2528    0.0000    1.6864
      S16       con_0006       total   0.1800    5.0000  170.5314    59.6520    0.0645    0.2131    0.2226    0.0568    0.2676    0.2313    2.0516
      S16       con_0006       inner      NaN       NaN       NaN    47.2080    0.0590    0.1999    0.2084    0.0507    0.2572    0.1589    2.0516
      S16       con_0006       outer      NaN       NaN       NaN    12.4440    0.0854    0.2560    0.2698    0.0797    0.3015    0.5063    1.9056
      S16       con_0007       total   0.1800    5.0000  170.5314    59.6520    0.0179    0.1867    0.1875    0.0168    0.2282    0.0034    1.0728
      S16       con_0007       inner      NaN       NaN       NaN    47.2080    0.0040    0.1749    0.1750    0.0035    0.2096    0.0021    1.0428
      S16       con_0007       outer      NaN       NaN       NaN    12.4440    0.0705    0.2179    0.2290    0.0712    0.2655    0.0080    1.0728
      S16       con_0008       total   0.1800    5.0000  170.5314    59.6520    0.0145    0.1975    0.1980    0.0137    0.2283    0.0201    1.1001
      S16       con_0008       inner      NaN       NaN       NaN    47.2080    0.0078    0.1891    0.1892    0.0083    0.2136    0.0064    1.1001
      S16       con_0008       outer      NaN       NaN       NaN    12.4440    0.0400    0.2248    0.2283    0.0362    0.2789    0.0723    1.0996
      S16       con_0009       total   0.1800    5.0000  170.5314    59.6520    0.0162    0.1809    0.1816    0.0148    0.2166    0.0034    1.0560
      S16       con_0009       inner      NaN       NaN       NaN    47.2080    0.0059    0.1726    0.1727    0.0054    0.2017    0.0021    1.0560
      S16       con_0009       outer      NaN       NaN       NaN    12.4440    0.0552    0.2048    0.2121    0.0530    0.2585    0.0080    1.0024
      S16       con_0010       total   0.1800    5.0000  170.5314    59.6520   -0.0078    0.2200    0.2201   -0.0065    0.2572    0.0386    1.4106
      S16       con_0010       inner      NaN       NaN       NaN    47.2080    0.0038    0.2025    0.2025    0.0036    0.2437    0.0064    1.4106
      S16       con_0010       outer      NaN       NaN       NaN    12.4440   -0.0517    0.2720    0.2769   -0.0494    0.3145    0.1607    1.4094
      S16       con_0011       total   0.1800    5.0000  170.5314    59.6520    0.1099    0.2840    0.3045    0.1035    0.3519    0.7426    2.8087
      S16       con_0011       inner      NaN       NaN       NaN    47.2080    0.1219    0.2571    0.2845    0.1115    0.3302    0.6588    2.2407
      S16       con_0011       outer      NaN       NaN       NaN    12.4440    0.0647    0.3651    0.3708    0.0624    0.4485    1.0608    2.8087
      S16       con_0012       total   0.1800    5.0000  170.5314    59.6520    0.1099    0.2840    0.3045    0.1035    0.3519    0.7426    2.8087
      S16       con_0012       inner      NaN       NaN       NaN    47.2080    0.1219    0.2571    0.2845    0.1115    0.3302    0.6588    2.2407
      S16       con_0012       outer      NaN       NaN       NaN    12.4440    0.0647    0.3651    0.3708    0.0624    0.4485    1.0608    2.8087
      S16       con_0013       total   0.1800    5.0000  170.5314    59.6520   -0.0120    0.1969    0.1973   -0.0105    0.2319    0.0000    1.2333
      S16       con_0013       inner      NaN       NaN       NaN    47.2080   -0.0011    0.1844    0.1844   -0.0008    0.2216    0.0000    1.2333
      S16       con_0013       outer      NaN       NaN       NaN    12.4440   -0.0534    0.2340    0.2401   -0.0511    0.2748    0.0000    1.1414
      S16       con_0014       total   0.1800    5.0000  170.5314    59.6520   -0.0310    0.1302    0.1338   -0.0287    0.1408    0.0000    1.1662
      S16       con_0014       inner      NaN       NaN       NaN    47.2080   -0.0223    0.1231    0.1251   -0.0210    0.1341    0.0000    0.9566
      S16       con_0014       outer      NaN       NaN       NaN    12.4440   -0.0640    0.1497    0.1628   -0.0600    0.1657    0.0000    1.1662
      S16       con_0015       total   0.1800    5.0000  170.5314    59.6520    0.0248    0.1236    0.1260    0.0206    0.1500    0.0050    1.1302
      S16       con_0015       inner      NaN       NaN       NaN    47.2080    0.0221    0.1177    0.1197    0.0178    0.1434    0.0042    1.1302
      S16       con_0015       outer      NaN       NaN       NaN    12.4440    0.0350    0.1434    0.1476    0.0312    0.1740    0.0080    1.0027
      S16       con_0016       total   0.1800    5.0000  170.5314    59.6520    0.1099    0.2840    0.3045    0.1035    0.3519    0.7426    2.8087
      S16       con_0016       inner      NaN       NaN       NaN    47.2080    0.1219    0.2571    0.2845    0.1115    0.3302    0.6588    2.2407
      S16       con_0016       outer      NaN       NaN       NaN    12.4440    0.0647    0.3651    0.3708    0.0624    0.4485    1.0608    2.8087
      S16       con_0017       total   0.1800    5.0000  170.5314    59.6520    0.1339    0.4015    0.4232    0.1178    0.5096    3.1918    3.7743
      S16       con_0017       inner      NaN       NaN       NaN    47.2080    0.1240    0.3794    0.3992    0.1076    0.4930    2.7728    3.7743
      S16       con_0017       outer      NaN       NaN       NaN    12.4440    0.1716    0.4739    0.5040    0.1571    0.5758    4.7814    3.6224
      S16       con_0018       total   0.1800    5.0000  170.5314    59.6520   -0.0120    0.1969    0.1973   -0.0105    0.2319    0.0000    1.2333
      S16       con_0018       inner      NaN       NaN       NaN    47.2080   -0.0011    0.1844    0.1844   -0.0008    0.2216    0.0000    1.2333
      S16       con_0018       outer      NaN       NaN       NaN    12.4440   -0.0534    0.2340    0.2401   -0.0511    0.2748    0.0000    1.1414
      S16          ResMS       total   0.1800    5.0000  170.5314    59.6520    0.5349    0.2249    0.5802    0.5108    0.2873    3.9596    3.1842
      S16          ResMS       inner      NaN       NaN       NaN    47.2080    0.4892    0.1700    0.5179    0.4724    0.2138    1.5951    3.0432
      S16          ResMS       outer      NaN       NaN       NaN    12.4440    0.7081    0.3078    0.7721    0.6815    0.3831   12.9299    3.1842
      S17       con_0001       total   0.1800    6.0000  168.6123    59.7870    0.0194    0.0736    0.0762    0.0200    0.0840    0.0000    0.6661
      S17       con_0001       inner      NaN       NaN       NaN    46.6250    0.0213    0.0688    0.0720    0.0215    0.0810    0.0000    0.6661
      S17       con_0001       outer      NaN       NaN       NaN    13.1620    0.0125    0.0884    0.0892    0.0144    0.0968    0.0000    0.6043
      S17       con_0002       total   0.1800    6.0000  168.6123    59.7870    0.0135    0.0719    0.0732    0.0133    0.0798    0.0000    0.7648
      S17       con_0002       inner      NaN       NaN       NaN    46.6250    0.0131    0.0647    0.0661    0.0136    0.0734    0.0000    0.7648
      S17       con_0002       outer      NaN       NaN       NaN    13.1620    0.0149    0.0931    0.0942    0.0130    0.1092    0.0000    0.5674
      S17       con_0003       total   0.1800    6.0000  168.6123    59.7870    0.0054    0.0756    0.0758    0.0033    0.0908    0.0000    0.7628
      S17       con_0003       inner      NaN       NaN       NaN    46.6250    0.0044    0.0689    0.0690    0.0019    0.0847    0.0000    0.7628
      S17       con_0003       outer      NaN       NaN       NaN    13.1620    0.0090    0.0954    0.0958    0.0077    0.1113    0.0000    0.5692
      S17       con_0004       total   0.1800    6.0000  168.6123    59.7870   -0.0218    0.1296    0.1314   -0.0219    0.1392    0.0033    1.1629
      S17       con_0004       inner      NaN       NaN       NaN    46.6250   -0.0148    0.1196    0.1205   -0.0155    0.1310    0.0000    1.0197
      S17       con_0004       outer      NaN       NaN       NaN    13.1620   -0.0467    0.1573    0.1641   -0.0469    0.1714    0.0152    1.1629
      S17       con_0005       total   0.1800    6.0000  168.6123    59.7870   -0.0227    0.1115    0.1138   -0.0221    0.1191    0.0000    0.8934
      S17       con_0005       inner      NaN       NaN       NaN    46.6250   -0.0155    0.1016    0.1028   -0.0157    0.1115    0.0000    0.8349
      S17       con_0005       outer      NaN       NaN       NaN    13.1620   -0.0484    0.1380    0.1463   -0.0475    0.1505    0.0000    0.8934
      S17       con_0006       total   0.1800    6.0000  168.6123    59.7870    0.0212    0.1083    0.1103    0.0207    0.1166    0.0000    0.9662
      S17       con_0006       inner      NaN       NaN       NaN    46.6250    0.0168    0.1005    0.1019    0.0170    0.1088    0.0000    0.8933
      S17       con_0006       outer      NaN       NaN       NaN    13.1620    0.0371    0.1308    0.1360    0.0354    0.1480    0.0000    0.9662
      S17       con_0007       total   0.1800    6.0000  168.6123    59.7870    0.0412    0.1401    0.1460    0.0408    0.1586    0.0067    1.2477
      S17       con_0007       inner      NaN       NaN       NaN    46.6250    0.0361    0.1300    0.1349    0.0356    0.1484    0.0021    1.1609
      S17       con_0007       outer      NaN       NaN       NaN    13.1620    0.0592    0.1698    0.1798    0.0606    0.1895    0.0228    1.2477
      S17       con_0008       total   0.1800    6.0000  168.6123    59.7870    0.0362    0.1205    0.1259    0.0354    0.1437    0.0000    1.0502
      S17       con_0008       inner      NaN       NaN       NaN    46.6250    0.0286    0.1128    0.1164    0.0286    0.1303    0.0000    1.0502
      S17       con_0008       outer      NaN       NaN       NaN    13.1620    0.0633    0.1414    0.1549    0.0618    0.1750    0.0000    0.8872
      S17       con_0009       total   0.1800    6.0000  168.6123    59.7870    0.0387    0.1225    0.1284    0.0379    0.1435    0.0000    1.0794
      S17       con_0009       inner      NaN       NaN       NaN    46.6250    0.0323    0.1146    0.1190    0.0321    0.1329    0.0000    1.0794
      S17       con_0009       outer      NaN       NaN       NaN    13.1620    0.0612    0.1448    0.1572    0.0606    0.1736    0.0000    0.9687
      S17       con_0010       total   0.1800    6.0000  168.6123    59.7870   -0.0158    0.1298    0.1308   -0.0175    0.1423    0.0151    1.5729
      S17       con_0010       inner      NaN       NaN       NaN    46.6250   -0.0123    0.1238    0.1244   -0.0145    0.1373    0.0193    1.5729
      S17       con_0010       outer      NaN       NaN       NaN    13.1620   -0.0281    0.1484    0.1511   -0.0293    0.1608    0.0000    1.0117
      S17       con_0011       total   0.1800    6.0000  168.6123    59.7870   -0.0110    0.1276    0.1281   -0.0137    0.1533    0.0033    1.4717
      S17       con_0011       inner      NaN       NaN       NaN    46.6250   -0.0128    0.1170    0.1177   -0.0155    0.1445    0.0043    1.4717
      S17       con_0011       outer      NaN       NaN       NaN    13.1620   -0.0047    0.1594    0.1595   -0.0073    0.1893    0.0000    0.9515
      S17       con_0012       total   0.1800    6.0000  168.6123    59.7870   -0.0110    0.1276    0.1281   -0.0137    0.1533    0.0033    1.4717
      S17       con_0012       inner      NaN       NaN       NaN    46.6250   -0.0128    0.1170    0.1177   -0.0155    0.1445    0.0043    1.4717
      S17       con_0012       outer      NaN       NaN       NaN    13.1620   -0.0047    0.1594    0.1595   -0.0073    0.1893    0.0000    0.9515
      S17       con_0013       total   0.1800    6.0000  168.6123    59.7870   -0.0272    0.1219    0.1249   -0.0278    0.1318    0.0067    1.3262
      S17       con_0013       inner      NaN       NaN       NaN    46.6250   -0.0223    0.1153    0.1174   -0.0233    0.1262    0.0086    1.3262
      S17       con_0013       outer      NaN       NaN       NaN    13.1620   -0.0447    0.1418    0.1486   -0.0449    0.1532    0.0000    0.9615
      S17       con_0014       total   0.1800    6.0000  168.6123    59.7870    0.0024    0.1542    0.1542    0.0018    0.1643    0.0184    1.4899
      S17       con_0014       inner      NaN       NaN       NaN    46.6250    0.0059    0.1392    0.1393    0.0049    0.1525    0.0129    1.4633
      S17       con_0014       outer      NaN       NaN       NaN    13.1620   -0.0100    0.1979    0.1982   -0.0106    0.2183    0.0380    1.4899
      S17       con_0015       total   0.1800    6.0000  168.6123    59.7870    0.0271    0.1703    0.1725    0.0235    0.1979    0.0769    1.7846
      S17       con_0015       inner      NaN       NaN       NaN    46.6250    0.0195    0.1580    0.1592    0.0167    0.1822    0.0365    1.6075
      S17       con_0015       outer      NaN       NaN       NaN    13.1620    0.0539    0.2058    0.2128    0.0496    0.2446    0.2203    1.7846
      S17       con_0016       total   0.1800    6.0000  168.6123    59.7870   -0.0110    0.1276    0.1281   -0.0137    0.1533    0.0033    1.4717
      S17       con_0016       inner      NaN       NaN       NaN    46.6250   -0.0128    0.1170    0.1177   -0.0155    0.1445    0.0043    1.4717
      S17       con_0016       outer      NaN       NaN       NaN    13.1620   -0.0047    0.1594    0.1595   -0.0073    0.1893    0.0000    0.9515
      S17       con_0017       total   0.1800    6.0000  168.6123    59.7870    0.0435    0.2177    0.2220    0.0428    0.2393    0.1589    1.7840
      S17       con_0017       inner      NaN       NaN       NaN    46.6250    0.0319    0.2013    0.2038    0.0327    0.2192    0.0708    1.6238
      S17       con_0017       outer      NaN       NaN       NaN    13.1620    0.0846    0.2639    0.2771    0.0828    0.3059    0.4711    1.7840
      S17       con_0018       total   0.1800    6.0000  168.6123    59.7870   -0.0272    0.1219    0.1249   -0.0278    0.1318    0.0067    1.3262
      S17       con_0018       inner      NaN       NaN       NaN    46.6250   -0.0223    0.1153    0.1174   -0.0233    0.1262    0.0086    1.3262
      S17       con_0018       outer      NaN       NaN       NaN    13.1620   -0.0447    0.1418    0.1486   -0.0449    0.1532    0.0000    0.9615
      S17          ResMS       total   0.1800    6.0000  168.6123    59.7870    0.4680    0.1909    0.5055    0.4465    0.2498    2.1961    3.2798
      S17          ResMS       inner      NaN       NaN       NaN    46.6250    0.4408    0.1609    0.4692    0.4229    0.2059    1.1496    2.6837
      S17          ResMS       outer      NaN       NaN       NaN    13.1620    0.5646    0.2489    0.6170    0.5419    0.3459    5.9034    3.2798
      S18       con_0001       total   0.2000    5.0000  169.1149    59.5190   -0.1098    0.1679    0.2006   -0.1011    0.1499    0.0034    1.6701
      S18       con_0001       inner      NaN       NaN       NaN    45.9480   -0.0942    0.1355    0.1650   -0.0871    0.1305    0.0044    1.3283
      S18       con_0001       outer      NaN       NaN       NaN    13.5710   -0.1627    0.2404    0.2903   -0.1563    0.2425    0.0000    1.6701
      S18       con_0002       total   0.2000    5.0000  169.1149    59.5190   -0.1395    0.2028    0.2461   -0.1312    0.1893    0.0269    2.2057
      S18       con_0002       inner      NaN       NaN       NaN    45.9480   -0.1251    0.1712    0.2120   -0.1165    0.1677    0.0022    1.4041
      S18       con_0002       outer      NaN       NaN       NaN    13.5710   -0.1882    0.2793    0.3368   -0.1846    0.2967    0.1105    2.2057
      S18       con_0003       total   0.2000    5.0000  169.1149    59.5190    0.0790    0.1437    0.1640    0.0728    0.1685    0.0806    2.0085
      S18       con_0003       inner      NaN       NaN       NaN    45.9480    0.0659    0.1157    0.1331    0.0611    0.1417    0.0152    1.2022
      S18       con_0003       outer      NaN       NaN       NaN    13.5710    0.1233    0.2067    0.2406    0.1190    0.2360    0.3021    2.0085
      S18       con_0004       total   0.2000    5.0000  169.1149    59.5190    0.0090    0.2709    0.2711    0.0060    0.3185    0.4318    1.9030
      S18       con_0004       inner      NaN       NaN       NaN    45.9480    0.0094    0.2504    0.2506    0.0042    0.3022    0.3373    1.8834
      S18       con_0004       outer      NaN       NaN       NaN    13.5710    0.0077    0.3311    0.3312    0.0097    0.3694    0.7516    1.9030
      S18       con_0005       total   0.2000    5.0000  169.1149    59.5190   -0.0219    0.2433    0.2443   -0.0214    0.2704    0.1680    2.4024
      S18       con_0005       inner      NaN       NaN       NaN    45.9480   -0.0219    0.2274    0.2284   -0.0233    0.2548    0.1393    2.4024
      S18       con_0005       outer      NaN       NaN       NaN    13.5710   -0.0221    0.2907    0.2915   -0.0172    0.3150    0.2653    2.0118
      S18       con_0006       total   0.2000    5.0000  169.1149    59.5190   -0.0107    0.1892    0.1895   -0.0084    0.1939    0.0185    1.3739
      S18       con_0006       inner      NaN       NaN       NaN    45.9480   -0.0117    0.1791    0.1794   -0.0078    0.1788    0.0109    1.3287
      S18       con_0006       outer      NaN       NaN       NaN    13.5710   -0.0076    0.2200    0.2201   -0.0087    0.2522    0.0442    1.3739
      S18       con_0007       total   0.2000    5.0000  169.1149    59.5190   -0.1188    0.2662    0.2915   -0.1066    0.2463    0.0974    3.2118
      S18       con_0007       inner      NaN       NaN       NaN    45.9480   -0.1036    0.2346    0.2565   -0.0927    0.2237    0.0414    3.2118
      S18       con_0007       outer      NaN       NaN       NaN    13.5710   -0.1704    0.3477    0.3873   -0.1583    0.3373    0.2874    2.7148
      S18       con_0008       total   0.2000    5.0000  169.1149    59.5190   -0.1175    0.2692    0.2938   -0.1094    0.2480    0.1731    3.4949
      S18       con_0008       inner      NaN       NaN       NaN    45.9480   -0.1032    0.2319    0.2538   -0.0940    0.2210    0.0653    3.4949
      S18       con_0008       outer      NaN       NaN       NaN    13.5710   -0.1661    0.3644    0.4005   -0.1644    0.3769    0.5379    3.2269
      S18       con_0009       total   0.2000    5.0000  169.1149    59.5190   -0.1182    0.2574    0.2832   -0.1079    0.2346    0.1126    3.3533
      S18       con_0009       inner      NaN       NaN       NaN    45.9480   -0.1034    0.2251    0.2477   -0.0932    0.2116    0.0479    3.3533
      S18       con_0009       outer      NaN       NaN       NaN    13.5710   -0.1683    0.3402    0.3795   -0.1615    0.3335    0.3316    2.9708
      S18       con_0010       total   0.2000    5.0000  169.1149    59.5190    0.0897    0.2259    0.2431    0.0826    0.2786    0.3394    2.3732
      S18       con_0010       inner      NaN       NaN       NaN    45.9480    0.0776    0.2021    0.2164    0.0711    0.2537    0.1872    2.3544
      S18       con_0010       outer      NaN       NaN       NaN    13.5710    0.1308    0.2888    0.3171    0.1251    0.3530    0.8548    2.3732
      S18       con_0011       total   0.2000    5.0000  169.1149    59.5190    0.2036    0.3024    0.3645    0.1897    0.3746    1.8145    3.4276
      S18       con_0011       inner      NaN       NaN       NaN    45.9480    0.1755    0.2432    0.2999    0.1638    0.3193    0.7160    2.2511
      S18       con_0011       outer      NaN       NaN       NaN    13.5710    0.2987    0.4347    0.5275    0.2903    0.5207    5.5339    3.4276
      S18       con_0012       total   0.2000    5.0000  169.1149    59.5190    0.2036    0.3024    0.3645    0.1897    0.3746    1.8145    3.4276
      S18       con_0012       inner      NaN       NaN       NaN    45.9480    0.1755    0.2432    0.2999    0.1638    0.3193    0.7160    2.2511
      S18       con_0012       outer      NaN       NaN       NaN    13.5710    0.2987    0.4347    0.5275    0.2903    0.5207    5.5339    3.4276
      S18       con_0013       total   0.2000    5.0000  169.1149    59.5190    0.1039    0.2345    0.2565    0.0956    0.2867    0.4788    2.8538
      S18       con_0013       inner      NaN       NaN       NaN    45.9480    0.0905    0.2074    0.2263    0.0824    0.2595    0.2590    2.8538
      S18       con_0013       outer      NaN       NaN       NaN    13.5710    0.1495    0.3046    0.3393    0.1441    0.3690    1.2232    2.6720
      S18       con_0014       total   0.2000    5.0000  169.1149    59.5190   -0.0320    0.1500    0.1533   -0.0282    0.1426    0.0454    2.7849
      S18       con_0014       inner      NaN       NaN       NaN    45.9480   -0.0209    0.1247    0.1265   -0.0196    0.1306    0.0000    1.3291
      S18       con_0014       outer      NaN       NaN       NaN    13.5710   -0.0694    0.2101    0.2213   -0.0645    0.1924    0.1990    2.7849
      S18       con_0015       total   0.2000    5.0000  169.1149    59.5190    0.0059    0.1568    0.1569    0.0030    0.1748    0.0252    4.0467
      S18       con_0015       inner      NaN       NaN       NaN    45.9480   -0.0055    0.1311    0.1312   -0.0075    0.1550    0.0087    1.6301
      S18       con_0015       outer      NaN       NaN       NaN    13.5710    0.0446    0.2184    0.2229    0.0440    0.2348    0.0811    4.0467
      S18       con_0016       total   0.2000    5.0000  169.1149    59.5190    0.2036    0.3024    0.3645    0.1897    0.3746    1.8145    3.4276
      S18       con_0016       inner      NaN       NaN       NaN    45.9480    0.1755    0.2432    0.2999    0.1638    0.3193    0.7160    2.2511
      S18       con_0016       outer      NaN       NaN       NaN    13.5710    0.2987    0.4347    0.5275    0.2903    0.5207    5.5339    3.4276
      S18       con_0017       total   0.2000    5.0000  169.1149    59.5190   -0.0043    0.4239    0.4239   -0.0007    0.4313    1.6768    3.4716
      S18       con_0017       inner      NaN       NaN       NaN    45.9480   -0.0054    0.3991    0.3991    0.0019    0.3952    1.1600    3.4716
      S18       con_0017       outer      NaN       NaN       NaN    13.5710   -0.0004    0.4987    0.4987   -0.0060    0.5614    3.4264    3.2024
      S18       con_0018       total   0.2000    5.0000  169.1149    59.5190    0.1039    0.2345    0.2565    0.0956    0.2867    0.4788    2.8538
      S18       con_0018       inner      NaN       NaN       NaN    45.9480    0.0905    0.2074    0.2263    0.0824    0.2595    0.2590    2.8538
      S18       con_0018       outer      NaN       NaN       NaN    13.5710    0.1495    0.3046    0.3393    0.1441    0.3690    1.2232    2.6720
      S18          ResMS       total   0.2000    5.0000  169.1149    59.5190    0.5578    0.3083    0.6373    0.5211    0.3637    6.6752    7.4646
      S18          ResMS       inner      NaN       NaN       NaN    45.9480    0.4907    0.2033    0.5311    0.4695    0.2673    2.4571    3.5373
      S18          ResMS       outer      NaN       NaN       NaN    13.5710    0.7849    0.4583    0.9089    0.7350    0.5297   20.9565    7.4646
      S19       con_0001       total   0.3300    5.0000  165.4247    61.6820    0.0370    0.3361    0.3381    0.0411    0.3354    0.6323    5.1975
      S19       con_0001       inner      NaN       NaN       NaN    48.0000    0.0602    0.2724    0.2790    0.0587    0.3177    0.3979    3.3511
      S19       con_0001       outer      NaN       NaN       NaN    13.6820   -0.0444    0.4903    0.4923   -0.0367    0.4135    1.4545    5.1975
      S19       con_0002       total   0.3300    5.0000  165.4247    61.6820    0.0608    0.2599    0.2669    0.0616    0.2860    0.3161    3.2854
      S19       con_0002       inner      NaN       NaN       NaN    48.0000    0.0701    0.2251    0.2358    0.0665    0.2705    0.1917    2.2347
      S19       con_0002       outer      NaN       NaN       NaN    13.6820    0.0283    0.3542    0.3553    0.0385    0.3455    0.7528    3.2854
      S19       con_0003       total   0.3300    5.0000  165.4247    61.6820   -0.1442    0.3248    0.3554   -0.1374    0.2779    0.4685    5.4084
      S19       con_0003       inner      NaN       NaN       NaN    48.0000   -0.1589    0.2916    0.3321   -0.1452    0.2647    0.1729    3.4753
      S19       con_0003       outer      NaN       NaN       NaN    13.6820   -0.0927    0.4170    0.4272   -0.1041    0.3405    1.5056    5.4084
      S19       con_0004       total   0.3300    5.0000  165.4247    61.6820   -0.0107    0.3331    0.3333   -0.0058    0.3460    0.5853    3.7310
      S19       con_0004       inner      NaN       NaN       NaN    48.0000    0.0086    0.2901    0.2903    0.0094    0.3263    0.3708    2.8873
      S19       con_0004       outer      NaN       NaN       NaN    13.6820   -0.0783    0.4461    0.4529   -0.0678    0.4332    1.3375    3.7310
      S19       con_0005       total   0.3300    5.0000  165.4247    61.6820   -0.0490    0.3473    0.3507   -0.0475    0.3666    0.7295    3.0243
      S19       con_0005       inner      NaN       NaN       NaN    48.0000   -0.0358    0.3097    0.3117   -0.0355    0.3417    0.4583    2.8897
      S19       con_0005       outer      NaN       NaN       NaN    13.6820   -0.0956    0.4522    0.4622   -0.0932    0.4775    1.6810    3.0243
      S19       con_0006       total   0.3300    5.0000  165.4247    61.6820    0.0783    0.2423    0.2546    0.0708    0.2735    0.5577    3.1596
      S19       con_0006       inner      NaN       NaN       NaN    48.0000    0.0639    0.2062    0.2159    0.0587    0.2476    0.2458    2.1105
      S19       con_0006       outer      NaN       NaN       NaN    13.6820    0.1289    0.3348    0.3588    0.1194    0.3690    1.6518    3.1596
      S19       con_0007       total   0.3300    5.0000  165.4247    61.6820    0.0476    0.3664    0.3695    0.0494    0.3634    1.0862    4.4188
      S19       con_0007       inner      NaN       NaN       NaN    48.0000    0.0515    0.2935    0.2980    0.0498    0.3272    0.6000    2.8772
      S19       con_0007       outer      NaN       NaN       NaN    13.6820    0.0339    0.5502    0.5512    0.0366    0.5036    2.7920    4.4188
      S19       con_0008       total   0.3300    5.0000  165.4247    61.6820    0.1099    0.3481    0.3651    0.1092    0.3964    1.2419    3.6378
      S19       con_0008       inner      NaN       NaN       NaN    48.0000    0.1059    0.3039    0.3218    0.1018    0.3617    0.8333    2.7819
      S19       con_0008       outer      NaN       NaN       NaN    13.6820    0.1239    0.4713    0.4873    0.1327    0.5060    2.6750    3.6378
      S19       con_0009       total   0.3300    5.0000  165.4247    61.6820    0.0788    0.3218    0.3313    0.0802    0.3362    0.9403    3.5366
      S19       con_0009       inner      NaN       NaN       NaN    48.0000    0.0787    0.2656    0.2770    0.0763    0.3025    0.5208    2.7153
      S19       con_0009       outer      NaN       NaN       NaN    13.6820    0.0789    0.4685    0.4751    0.0881    0.4799    2.4119    3.5366
      S19       con_0010       total   0.3300    5.0000  165.4247    61.6820   -0.2226    0.3370    0.4038   -0.2107    0.3266    0.2788    4.9067
      S19       con_0010       inner      NaN       NaN       NaN    48.0000   -0.2228    0.3049    0.3777   -0.2080    0.3130    0.0542    2.9782
      S19       con_0010       outer      NaN       NaN       NaN    13.6820   -0.2217    0.4309    0.4845   -0.2191    0.3875    1.0671    4.9067
      S19       con_0011       total   0.3300    5.0000  165.4247    61.6820   -0.1931    0.5718    0.6035   -0.1892    0.5169    1.7282    9.5542
      S19       con_0011       inner      NaN       NaN       NaN    48.0000   -0.2240    0.5006    0.5484   -0.2069    0.4818    0.7750    6.1714
